emp_name,hours_worked,hourly_rate_emp,total_wage,total_tips,hourly_rate_avg,tips_avg,source
Celia Santos LLC,480.0,5.0,17922.0,2147.0,41.81,4.47,ESSP
"KT, LLC",100.0,450.0,448.0,997.0,14.45,9.97,ESSP
"KT, LLC",328.0,450.0,1478.0,4077.0,16.94,12.43,ESSP
"KT, LLC",280.0,440.0,122.0,28.0,0.54,0.1,ESSP
"KT, LLC",400.0,450.0,180.0,305.0,1.21,0.76,ESSP
Via MRG LLC,415.0,7.0,2518.0,6810.0,22.48,16.41,ESSP
Via MRG LLC,588.0,7.0,3070.0,18357.0,36.44,31.22,ESSP
Via MRG LLC,56.0,5.0,280.0,1537.0,32.45,27.45,ESSP
Via MRG LLC,142.0,5.0,709.0,6150.0,48.3,43.31,ESSP
All Places LLC,156.0,5.0,4735.55,3956.95,55.72,25.37,ESSP
All Places LLC,133.0,5.0,3994.57,3331.92,55.09,25.05,ESSP
All Places LLC,125.0,5.0,3688.09,3061.44,54.0,24.49,ESSP
All Places LLC,8.0,5.0,324.01,282.76,75.85,35.35,ESSP
All Places LLC,63.0,9.0,567.09,450.0,16.14,7.14,ESSP
All Places LLC,26.0,9.0,407.47,175.0,22.4,6.73,ESSP
All Places LLC,99.0,8.0,1749.26,954.3,27.31,9.64,ESSP
All Places LLC,92.0,5.0,2885.85,2424.0,57.72,26.35,ESSP
All Places LLC,160.0,5.0,4982.3,4180.6,57.27,26.13,ESSP
All Places LLC,373.0,5.0,13044.16,11177.76,64.94,29.97,ESSP
All Places LLC,10.0,5.0,184.71,104.71,28.94,10.47,ESSP
All Places LLC,6.0,5.0,363.25,333.8,116.18,55.63,ESSP
All Places LLC,127.0,5.0,5019.63,4384.48,74.05,34.52,ESSP
All Places LLC,19.0,5.0,1036.16,939.36,103.97,49.44,ESSP
All Places LLC,74.0,5.0,2154.92,1783.77,53.23,24.11,ESSP
All Places LLC,65.0,5.0,1773.75,1450.8,49.61,22.32,ESSP
All Places LLC,252.0,5.0,8258.02,6995.87,60.53,27.76,ESSP
All Places LLC,62.0,5.0,1815.8,1504.25,53.55,24.26,ESSP
All Places LLC,39.0,5.0,1260.93,1066.88,59.69,27.36,ESSP
All Places LLC,19.0,5.0,832.64,737.04,82.61,38.79,ESSP
All Places LLC,156.0,5.0,5176.09,4394.99,61.35,28.17,ESSP
All Places LLC,55.0,5.0,1699.35,1423.35,56.78,25.88,ESSP
All Places LLC,88.0,5.0,3011.71,2573.16,63.46,29.24,ESSP
Arepa Zone LLC,67.0,14.25,1004.48,113.36,16.68,1.69,ESSP
Arepa Zone LLC,572.0,12.5,7228.13,3070.36,18.0,5.37,ESSP
Arepa Zone LLC,626.0,16.0,7780.9,3021.6,17.26,4.83,ESSP
Arepa Zone LLC,180.0,12.5,2299.17,877.91,17.65,4.88,ESSP
Arepa Zone LLC,248.0,14.25,3364.44,1082.65,17.93,4.37,ESSP
Arepa Zone LLC,486.0,14.25,6202.59,2361.94,17.62,4.86,ESSP
Arepa Zone LLC,447.0,12.5,5649.28,2449.35,18.12,5.48,ESSP
Arepa Zone LLC,80.0,12.5,1010.13,385.24,17.44,4.82,ESSP
Arepa Zone LLC,359.0,14.25,4538.61,904.91,15.16,2.52,ESSP
Arepa Zone LLC,65.0,14.25,883.34,188.46,16.49,2.9,ESSP
Arepa Zone LLC,390.0,12.5,4869.16,2140.41,17.97,5.49,ESSP
Arepa Zone LLC,33.0,12.5,412.21,119.23,16.1,3.61,ESSP
Arepa Zone LLC,30.0,12.5,370.83,195.22,18.87,6.51,ESSP
Arepa Zone LLC,625.0,16.0,10517.2,3253.45,22.03,5.21,ESSP
Arepa Zone LLC,540.0,12.5,6784.69,2932.02,17.99,5.43,ESSP
Arepa Zone LLC,349.0,14.25,4529.78,1640.63,17.68,4.7,ESSP
Arepa Zone LLC,69.0,16.0,1101.07,253.83,19.64,3.68,ESSP
Arepa Zone LLC,442.0,16.0,7243.6,2263.67,21.51,5.12,ESSP
Arepa Zone LLC,255.0,14.25,3382.56,1261.86,18.21,4.95,ESSP
Arepa Zone LLC,623.0,13.5,8642.63,3142.41,18.92,5.04,ESSP
Arepa Zone LLC,74.0,12.5,928.75,440.55,18.5,5.95,ESSP
Arepa Zone LLC,534.0,12.5,6708.65,2795.63,17.8,5.24,ESSP
Arepa Zone LLC,403.0,16.0,5356.5,1608.13,17.28,3.99,ESSP
Arepa Zone LLC,478.0,12.5,6023.75,2646.74,18.14,5.54,ESSP
COOK'S GROUP INC,480.0,12.5,6000.0,3591.0,19.98,7.48,ESSP
COOK'S GROUP INC,103.0,5.0,513.83,1495.0,19.5,14.51,ESSP
COOK'S GROUP INC,77.0,5.0,384.16,854.0,16.08,11.09,ESSP
COOK'S GROUP INC,346.0,5.0,1730.42,5311.0,20.35,15.35,ESSP
COOK'S GROUP INC,476.0,5.0,2380.0,5771.0,17.12,12.12,ESSP
COOK'S GROUP INC,305.0,26.22,8000.0,595.0,28.18,1.95,ESSP
NEIGHBOUR INC,30.0,5.0,152.5,365.95,17.28,12.2,ESSP
NEIGHBOUR INC,32.0,5.0,162.5,367.5,16.56,11.48,ESSP
NEIGHBOUR INC,325.0,5.0,1625.0,3698.73,16.38,11.38,ESSP
NEIGHBOUR INC,493.0,5.0,2465.0,7613.91,20.44,15.44,ESSP
NEIGHBOUR INC,325.0,5.0,1625.0,15102.62,51.47,46.47,ESSP
NEIGHBOUR INC,211.0,5.0,1057.5,2441.36,16.58,11.57,ESSP
NEIGHBOUR INC,129.0,7.05,910.0,1369.69,17.67,10.62,ESSP
NEIGHBOUR INC,40.0,15.0,607.5,143.68,18.78,3.59,ESSP
NEIGHBOUR INC,121.0,5.0,605.0,1464.21,17.1,12.1,ESSP
NEIGHBOUR INC,238.0,15.0,3577.5,684.55,17.91,2.88,ESSP
NEIGHBOUR INC,43.0,5.0,215.0,625.23,19.54,14.54,ESSP
NEIGHBOUR INC,273.0,5.0,1365.0,3481.71,17.75,12.75,ESSP
NEIGHBOUR INC,67.0,5.0,337.5,948.44,19.19,14.16,ESSP
NEIGHBOUR INC,89.0,5.0,447.5,960.51,15.82,10.79,ESSP
NEIGHBOUR INC,336.0,5.0,1680.0,16310.06,53.54,48.54,ESSP
NEIGHBOUR INC,329.0,5.0,1645.0,15712.02,52.76,47.76,ESSP
NEIGHBOUR INC,341.0,5.0,1707.5,5100.57,19.97,14.96,ESSP
NEIGHBOUR INC,37.0,20.0,745.8,20.24,20.7,0.55,ESSP
NEIGHBOUR INC,22.0,5.0,110.0,222.16,15.1,10.1,ESSP
NEIGHBOUR INC,471.0,5.0,2357.5,6517.09,18.84,13.84,ESSP
NEIGHBOUR INC,319.0,5.0,1595.0,15085.54,52.29,47.29,ESSP
NEIGHBOUR INC,66.0,5.0,330.0,699.21,15.59,10.59,ESSP
NEIGHBOUR INC,6.0,5.0,30.0,63.0,15.5,10.5,ESSP
NEIGHBOUR INC,15.0,5.0,75.0,203.71,18.58,13.58,ESSP
700 Wine LLC,119.0,5.0,596.0,3395.0,33.54,28.53,ESSP
700 Wine LLC,341.0,5.0,1703.0,10098.0,34.61,29.61,ESSP
700 Wine LLC,81.0,5.0,403.0,2174.0,31.81,26.84,ESSP
700 Wine LLC,386.0,5.0,1932.0,11158.0,33.91,28.91,ESSP
700 Wine LLC,6.0,5.0,31.0,96.0,21.17,16.0,ESSP
700 Wine LLC,340.0,8.62,2933.0,6235.0,26.96,18.34,ESSP
700 Wine LLC,115.0,5.0,576.0,3452.0,35.03,30.02,ESSP
700 Wine LLC,62.0,5.0,308.0,1782.0,33.71,28.74,ESSP
SPARK TEAM ASSOCIATES,96.0,15.0,1436.0,395.0,19.07,4.11,ESSP
SPARK TEAM ASSOCIATES,139.0,16.0,2160.0,574.0,19.67,4.13,ESSP
SPARK TEAM ASSOCIATES,437.0,17.0,6646.0,1855.0,19.45,4.24,ESSP
SPARK TEAM ASSOCIATES,265.0,15.0,4007.0,1076.0,19.18,4.06,ESSP
SPARK TEAM ASSOCIATES,4.0,15.0,55.0,13.0,17.0,3.25,ESSP
SPARK TEAM ASSOCIATES,391.0,17.0,6292.0,1702.0,20.45,4.35,ESSP
SPARK TEAM ASSOCIATES,103.0,15.0,1541.0,413.0,18.97,4.01,ESSP
SPARK TEAM ASSOCIATES,25.0,15.0,380.0,99.0,19.16,3.96,ESSP
SPARK TEAM ASSOCIATES,137.0,15.0,2050.0,609.0,19.41,4.45,ESSP
SPARK TEAM ASSOCIATES,206.0,15.0,3112.0,796.0,18.97,3.86,ESSP
APRA ONE CORP.,320.0,15.0,1602.9,3250.0,15.17,10.16,ESSP
APRA ONE CORP.,400.0,16.5,2936.0,3664.0,16.5,9.16,ESSP
APRA ONE CORP.,200.0,15.0,1000.0,2050.0,15.25,10.25,ESSP
APRA ONE CORP.,330.0,18.0,1650.0,4350.0,18.18,13.18,ESSP
1714 C LLC,66.0,5.0,328.95,1493.25,27.61,22.63,ESSP
1714 C LLC,71.0,5.0,351.75,2691.39,42.86,37.91,ESSP
1714 C LLC,145.0,5.0,721.1,3947.69,32.2,27.23,ESSP
Georgetown Dining,760.0,500.0,380.0,1861.0,2.95,2.45,ESSP
Georgetown Dining,281.0,500.0,1564.0,5677.0,25.77,20.2,ESSP
Georgetown Dining,830.0,500.0,430.0,1883.0,2.79,2.27,ESSP
Georgetown Dining,195.0,500.0,989.0,5227.0,31.88,26.81,ESSP
Georgetown Dining,435.0,500.0,2401.0,11692.0,32.4,26.88,ESSP
Georgetown Dining,250.0,500.0,127.0,334.0,1.84,1.34,ESSP
Georgetown Dining,142.0,500.0,709.0,2604.0,23.33,18.34,ESSP
Georgetown Dining,380.0,500.0,189.0,553.0,1.95,1.46,ESSP
Georgetown Dining,880.0,500.0,461.0,2489.0,3.35,2.83,ESSP
Georgetown Dining,580.0,500.0,291.0,1840.0,3.67,3.17,ESSP
Georgetown Dining,420.0,500.0,214.0,913.0,2.68,2.17,ESSP
Georgetown Dining,338.0,500.0,1689.0,5076.0,20.01,15.02,ESSP
Georgetown Dining,311.0,500.0,1603.0,7278.0,28.56,23.4,ESSP
Georgetown Dining,660.0,500.0,328.0,631.0,1.45,0.96,ESSP
Georgetown Dining,125.0,500.0,623.0,2347.0,23.76,18.78,ESSP
Georgetown Dining,536.0,500.0,2972.0,15876.0,35.16,29.62,ESSP
Georgetown Dining,569.0,500.0,3067.0,16479.0,34.35,28.96,ESSP
Georgetown Dining,173.0,500.0,867.0,5085.0,34.4,29.39,ESSP
Georgetown Dining,504.0,500.0,2768.0,14064.0,33.4,27.9,ESSP
Georgetown Dining,358.0,500.0,1788.0,6618.0,23.48,18.49,ESSP
Georgetown Dining,238.0,500.0,1224.0,4468.0,23.92,18.77,ESSP
Georgetown Dining,287.0,500.0,1437.0,5474.0,24.08,19.07,ESSP
Georgetown Dining,196.0,500.0,979.0,3588.0,23.3,18.31,ESSP
Georgetown Dining,246.0,500.0,1229.0,3234.0,18.14,13.15,ESSP
Georgetown Dining,740.0,500.0,389.0,1576.0,2.66,2.13,ESSP
Georgetown Dining,640.0,500.0,322.0,863.0,1.85,1.35,ESSP
Georgetown Dining,291.0,500.0,1485.0,9191.0,36.69,31.58,ESSP
Georgetown Dining,379.0,500.0,1896.0,6765.0,22.85,17.85,ESSP
Georgetown Dining,610.0,500.0,306.0,757.0,1.74,1.24,ESSP
Georgetown Dining,237.0,500.0,1215.0,6277.0,31.61,26.49,ESSP
Georgetown Dining,790.0,500.0,393.0,1847.0,2.84,2.34,ESSP
Georgetown Dining,193.0,500.0,1045.0,5199.0,32.35,26.94,ESSP
Georgetown Dining,403.0,0.0,4479.0,9302.0,34.2,23.08,ESSP
Georgetown Dining,560.0,500.0,280.0,2049.0,4.16,3.66,ESSP
Georgetown Dining,297.0,500.0,1547.0,7600.0,30.8,25.59,ESSP
Georgetown Dining,171.0,500.0,857.0,4562.0,31.69,26.68,ESSP
Georgetown Dining,228.0,500.0,1140.0,3852.0,21.89,16.89,ESSP
Georgetown Dining,210.0,500.0,1050.0,4768.0,27.7,22.7,ESSP
Georgetown Dining,133.0,500.0,667.0,3062.0,28.04,23.02,ESSP
Georgetown Dining,830.0,500.0,417.0,1868.0,2.75,2.25,ESSP
EZEKIEL ENTERTAINMENT II,216.0,7.0,1519.0,3033.0,21.07,14.04,ESSP
EZEKIEL ENTERTAINMENT II,162.0,7.0,1133.0,2200.0,20.57,13.58,ESSP
EZEKIEL ENTERTAINMENT II,48.0,7.0,334.0,1082.0,29.5,22.54,ESSP
EZEKIEL ENTERTAINMENT II,39.0,11.0,428.0,405.0,21.36,10.38,ESSP
EZEKIEL ENTERTAINMENT II,401.0,13.0,5451.0,6284.0,29.26,15.67,ESSP
EZEKIEL ENTERTAINMENT II,118.0,7.0,828.0,2318.0,26.66,19.64,ESSP
EZEKIEL ENTERTAINMENT II,27.0,7.0,187.0,360.0,20.26,13.33,ESSP
EZEKIEL ENTERTAINMENT II,42.0,9.0,376.0,760.0,27.05,18.1,ESSP
EZEKIEL ENTERTAINMENT II,106.0,7.0,742.0,1447.0,20.65,13.65,ESSP
EZEKIEL ENTERTAINMENT II,70.0,7.0,493.0,977.0,21.0,13.96,ESSP
EZEKIEL ENTERTAINMENT II,65.0,7.0,458.0,1284.0,26.8,19.75,ESSP
EZEKIEL ENTERTAINMENT II,50.0,7.0,348.0,329.0,13.54,6.58,ESSP
EZEKIEL ENTERTAINMENT II,209.0,9.0,1878.0,4114.0,28.67,19.68,ESSP
ABC Pony LLC,100.0,500.0,5.0,46.0,0.51,0.46,ESSP
ABC Pony LLC,100.0,500.0,5.0,46.0,0.51,0.46,ESSP
GONGCHA DC INC,13.0,17.42,226.57,25.42,19.38,1.96,ESSP
Cracked Food Truck LLC,660.0,15.0,7342.0,7277.0,22.15,11.03,ESSP
Cracked Food Truck LLC,629.0,15.0,6818.0,6747.0,21.57,10.73,ESSP
Rumis DC LLC,529.0,500.0,2829.0,16295.0,36.15,30.8,ESSP
Rumis DC LLC,620.0,500.0,3203.0,14031.0,27.8,22.63,ESSP
Rumis DC LLC,990.0,500.0,5540.0,65015.0,71.27,65.67,ESSP
Rumis DC LLC,110.0,500.0,574.0,1677.0,20.46,15.25,ESSP
Rumis DC LLC,380.0,500.0,1898.0,17047.0,49.86,44.86,ESSP
Rumis DC LLC,536.0,500.0,2835.0,18171.0,39.19,33.9,ESSP
Rumis DC LLC,514.0,500.0,2717.0,20778.0,45.71,40.42,ESSP
Rumis DC LLC,150.0,500.0,77.0,223.0,2.0,1.49,ESSP
Rumis DC LLC,118.0,500.0,625.0,4827.0,46.2,40.91,ESSP
Rumis DC LLC,100.0,500.0,54.0,87.0,1.41,0.87,ESSP
Rumis DC LLC,125.0,500.0,651.0,2669.0,26.56,21.35,ESSP
Rumis DC LLC,300.0,750.0,2246.0,6802.0,30.16,22.67,ESSP
Rumis DC LLC,510.0,725.0,368.0,992.0,2.67,1.95,ESSP
Rumis DC LLC,190.0,500.0,96.0,412.0,2.67,2.17,ESSP
Rumis DC LLC,243.0,500.0,1307.0,7121.0,34.68,29.3,ESSP
Rumis DC LLC,287.0,500.0,1452.0,13543.0,52.25,47.19,ESSP
Rumis DC LLC,355.0,500.0,1780.0,19093.0,58.8,53.78,ESSP
Rumis DC LLC,518.0,500.0,2754.0,15849.0,35.91,30.6,ESSP
Rumis DC LLC,158.0,500.0,9228.0,107070.0,736.06,677.66,ESSP
Rumis DC LLC,271.0,500.0,1360.0,11506.0,47.48,42.46,ESSP
Rumis DC LLC,180.0,500.0,89.0,529.0,3.43,2.94,ESSP
Rumis DC LLC,458.0,500.0,2453.0,14836.0,37.75,32.39,ESSP
Rumis DC LLC,443.0,500.0,2246.0,9135.0,25.69,20.62,ESSP
Rumis DC LLC,970.0,500.0,507.0,2038.0,2.62,2.1,ESSP
Rumis DC LLC,130.0,500.0,62.0,386.0,2.49,2.97,ESSP
Rumis DC LLC,950.0,500.0,475.0,2128.0,2.74,2.24,ESSP
Rumis DC LLC,223.0,500.0,1131.0,6737.0,35.28,30.21,ESSP
Rumis DC LLC,983.0,500.0,5451.0,29916.0,35.98,30.43,ESSP
Rumis DC LLC,928.0,500.0,5137.0,33271.0,41.39,35.85,ESSP
Rumis DC LLC,746.0,500.0,4065.0,75131.0,106.16,100.71,ESSP
Rumis DC LLC,179.0,500.0,897.0,7768.0,48.41,43.4,ESSP
"Doi Moi JV, LLC",750.0,900.0,673.0,1237.0,2.55,1.65,ESSP
"Doi Moi JV, LLC",427.0,500.0,2186.0,19887.0,51.69,46.57,ESSP
"Doi Moi JV, LLC",440.0,500.0,219.0,700.0,2.09,1.59,ESSP
"Doi Moi JV, LLC",890.0,500.0,443.0,2201.0,2.97,2.47,ESSP
"Doi Moi JV, LLC",200.0,900.0,15.0,1972.0,9.94,9.86,ESSP
"Doi Moi JV, LLC",397.0,500.0,1998.0,12910.0,37.55,32.52,ESSP
"Doi Moi JV, LLC",230.0,500.0,1149.0,7639.0,38.21,33.21,ESSP
"Doi Moi JV, LLC",470.0,500.0,825.0,596.0,3.02,1.27,ESSP
"Doi Moi JV, LLC",480.0,500.0,242.0,919.0,2.42,1.91,ESSP
"Doi Moi JV, LLC",110.0,700.0,75.0,71.0,1.33,0.65,ESSP
"Doi Moi JV, LLC",352.0,600.0,2111.0,4499.0,18.78,12.78,ESSP
"Doi Moi JV, LLC",600.0,900.0,57.0,139.0,0.33,0.23,ESSP
"Doi Moi JV, LLC",339.0,800.0,2715.0,3589.0,18.6,10.59,ESSP
"Doi Moi JV, LLC",600.0,700.0,40.0,328.0,0.61,0.55,ESSP
"Doi Moi JV, LLC",140.0,500.0,699.0,4783.0,39.16,34.16,ESSP
"Doi Moi JV, LLC",700.0,700.0,47.0,26.0,0.1,0.04,ESSP
"Doi Moi JV, LLC",123.0,500.0,615.0,3363.0,32.34,27.34,ESSP
"Doi Moi JV, LLC",231.0,500.0,1155.0,6755.0,34.24,29.24,ESSP
"Doi Moi JV, LLC",138.0,500.0,702.0,3440.0,30.01,24.93,ESSP
"Doi Moi JV, LLC",418.0,500.0,2110.0,9153.0,26.94,21.9,ESSP
"Doi Moi JV, LLC",337.0,500.0,1703.0,16757.0,54.78,49.72,ESSP
"Doi Moi JV, LLC",400.0,700.0,278.0,531.0,2.02,1.33,ESSP
"Doi Moi JV, LLC",372.0,500.0,1869.0,13266.0,40.69,35.66,ESSP
"Doi Moi JV, LLC",234.0,700.0,1641.0,2176.0,16.31,9.3,ESSP
"Doi Moi JV, LLC",416.0,700.0,2915.0,3962.0,16.53,9.52,ESSP
"Doi Moi JV, LLC",920.0,700.0,645.0,687.0,1.45,0.75,ESSP
"Doi Moi JV, LLC",224.0,500.0,1124.0,6029.0,31.93,26.92,ESSP
"Doi Moi JV, LLC",264.0,750.0,1979.0,3620.0,21.21,13.71,ESSP
"Doi Moi JV, LLC",850.0,500.0,427.0,2016.0,2.87,2.37,ESSP
"Doi Moi JV, LLC",251.0,500.0,1257.0,15392.0,66.33,61.32,ESSP
"Doi Moi JV, LLC",740.0,500.0,379.0,1971.0,3.18,2.66,ESSP
"Doi Moi JV, LLC",152.0,600.0,912.0,1549.0,16.19,10.19,ESSP
"Doi Moi JV, LLC",320.0,500.0,158.0,667.0,2.58,2.08,ESSP
"Doi Moi JV, LLC",314.0,500.0,1572.0,9993.0,36.83,31.82,ESSP
"Doi Moi JV, LLC",445.0,900.0,4036.0,8873.0,29.01,19.94,ESSP
"Doi Moi JV, LLC",540.0,500.0,277.0,2086.0,4.38,3.86,ESSP
"Doi Moi JV, LLC",396.0,500.0,1986.0,19879.0,55.21,50.2,ESSP
"Doi Moi JV, LLC",313.0,500.0,1567.0,6479.0,25.71,20.7,ESSP
"Doi Moi JV, LLC",250.0,500.0,1248.0,6820.0,32.27,27.28,ESSP
"Doi Moi JV, LLC",580.0,600.0,355.0,666.0,1.76,1.15,ESSP
UpMarket Van Ness LLC,3.0,7.0,22.0,58.0,26.67,19.33,ESSP
UpMarket Van Ness LLC,549.0,14.0,7077.0,4248.0,20.63,7.74,ESSP
UpMarket Van Ness LLC,5.0,7.0,38.0,41.0,15.8,8.2,ESSP
UpMarket Van Ness LLC,467.0,9.0,2778.0,9929.0,27.21,21.26,ESSP
UpMarket Van Ness LLC,127.0,15.0,1903.0,293.0,17.29,2.31,ESSP
UpMarket Van Ness LLC,420.0,19.0,7853.0,33.0,18.62,0.08,ESSP
Iron Age Columbia Heights LLC,335.0,5.0,1756.75,11166.55,38.58,33.33,ESSP
Iron Age Columbia Heights LLC,593.0,5.0,3808.75,21448.97,42.59,36.17,ESSP
Iron Age Columbia Heights LLC,480.0,5.0,12800.0,5365.6,37.85,11.18,ESSP
Iron Age Columbia Heights LLC,480.0,5.0,2400.0,24323.36,55.67,50.67,ESSP
Iron Age Columbia Heights LLC,514.0,5.0,2866.75,15142.99,35.04,29.46,ESSP
Iron Age Columbia Heights LLC,136.0,5.0,1364.0,1759.8,22.97,12.94,ESSP
Iron Age Columbia Heights LLC,460.0,5.0,2416.75,15065.83,38.01,32.75,ESSP
Iron Age Columbia Heights LLC,561.0,5.0,3422.75,20775.88,43.13,37.03,ESSP
Iron Age Columbia Heights LLC,425.0,5.0,2197.75,13226.83,36.29,31.12,ESSP
Iron Age Columbia Heights LLC,26.0,5.0,128.0,1120.5,48.02,43.1,ESSP
Bakers Bread DC LLC,600.0,900.0,540.0,600.0,1.9,1.0,ESSP
Bakers Bread DC LLC,800.0,500.0,496.0,728.0,1.53,0.91,ESSP
Bakers Bread DC LLC,280.0,500.0,140.0,303.0,1.58,1.08,ESSP
Bakers Bread DC LLC,290.0,900.0,257.0,250.0,1.75,0.86,ESSP
Bakers Bread DC LLC,640.0,900.0,576.0,700.0,1.99,1.09,ESSP
Bakers Bread DC LLC,880.0,500.0,554.0,886.0,1.64,1.01,ESSP
Bakers Bread DC LLC,270.0,900.0,241.0,300.0,2.0,1.11,ESSP
Bakers Bread DC LLC,320.0,500.0,159.0,329.0,1.53,1.03,ESSP
Bakers Bread DC LLC,390.0,500.0,405.0,296.0,1.8,0.76,ESSP
Bakers Bread DC LLC,230.0,900.0,207.0,100.0,1.33,0.43,ESSP
Bakers Bread DC LLC,620.0,900.0,560.0,600.0,1.87,0.97,ESSP
Bakers Bread DC LLC,900.0,500.0,561.0,761.0,1.47,0.85,ESSP
Bakers Bread DC LLC,330.0,900.0,299.0,250.0,1.66,0.76,ESSP
Bakers Bread DC LLC,630.0,500.0,426.0,531.0,1.52,0.84,ESSP
Bakers Bread DC LLC,860.0,500.0,541.0,578.0,1.3,0.67,ESSP
Chaac Pizza Northeast LLC,278.0,15.0,4170.0,70.0,15.25,0.25,ESSP
HBYH LLC,600.0,500.0,301.0,2205.0,4.18,3.68,ESSP
HBYH LLC,850.0,500.0,427.0,1056.0,1.74,1.24,ESSP
HBYH LLC,290.0,500.0,143.0,1144.0,4.44,3.94,ESSP
HBYH LLC,190.0,500.0,94.0,540.0,3.34,2.84,ESSP
HBYH LLC,350.0,500.0,175.0,290.0,1.33,0.83,ESSP
HBYH LLC,680.0,500.0,342.0,2724.0,4.51,4.01,ESSP
HBYH LLC,100.0,500.0,498.0,3972.0,44.7,39.72,ESSP
HBYH LLC,100.0,500.0,498.0,4188.0,46.86,41.88,ESSP
HBYH LLC,136.0,500.0,682.0,5298.0,43.97,38.96,ESSP
HBYH LLC,620.0,500.0,309.0,795.0,1.78,1.28,ESSP
Independent Restaurant Group LLC,120.0,11.0,1322.0,1009.0,19.43,8.41,ESSP
"MOMO NY, LLC",33.0,5.0,164.75,490.65,19.86,14.87,ESSP
"MOMO NY, LLC",66.0,8.0,526.64,484.73,15.32,7.34,ESSP
AMMATHAR LLC,228.0,5.0,1140.0,2494.0,15.94,10.94,ESSP
AMMATHAR LLC,420.0,5.0,2100.0,5770.0,18.74,13.74,ESSP
AMMATHAR LLC,190.0,5.0,2877.0,2246.0,26.96,11.82,ESSP
AMMATHAR LLC,25.0,5.0,379.0,257.0,25.44,10.28,ESSP
AMMATHAR LLC,158.0,15.0,375.0,2877.0,20.58,18.21,ESSP
AMMATHAR LLC,218.0,5.0,1090.0,4293.0,24.69,19.69,ESSP
Organized Chaos LLC,226.0,0.0,2257.0,7238.0,42.01,32.03,ESSP
Organized Chaos LLC,340.0,200.0,404.0,982.0,4.08,2.89,ESSP
Organized Chaos LLC,180.0,200.0,218.0,339.0,3.09,1.88,ESSP
Organized Chaos LLC,500.0,0.0,50.0,59.0,0.22,0.12,ESSP
Organized Chaos LLC,206.0,0.0,2062.0,4855.0,33.58,23.57,ESSP
Organized Chaos LLC,390.0,700.0,275.0,448.0,1.85,1.15,ESSP
Organized Chaos LLC,650.0,700.0,452.0,563.0,1.56,0.87,ESSP
Jahan Corporation,227.0,15.15,5441.4,1996.4,32.77,8.79,ESSP
Jahan Corporation,462.0,15.15,9275.0,2275.0,25.0,4.92,ESSP
Nicolas Hospitality Inc,900.0,500.0,45.0,366.0,0.46,0.41,ESSP
Nicolas Hospitality Inc,241.0,500.0,1205.0,5490.0,27.78,22.78,ESSP
Nicolas Hospitality Inc,133.0,500.0,665.0,2035.0,20.3,15.3,ESSP
Nicolas Hospitality Inc,800.0,700.0,56.0,58.0,0.14,0.07,ESSP
Nicolas Hospitality Inc,104.0,500.0,520.0,3173.0,35.51,30.51,ESSP
Nicolas Hospitality Inc,461.0,700.0,3227.0,6400.0,20.88,13.88,ESSP
Nicolas Hospitality Inc,229.0,445.0,1019.0,5942.0,30.4,25.95,ESSP
Nicolas Hospitality Inc,107.0,500.0,535.0,2402.0,27.45,22.45,ESSP
Nicolas Hospitality Inc,118.0,500.0,590.0,3450.0,34.24,29.24,ESSP
Nicolas Hospitality Inc,300.0,500.0,150.0,505.0,2.18,1.68,ESSP
Nicolas Hospitality Inc,256.0,500.0,1280.0,6699.0,31.17,26.17,ESSP
Nicolas Hospitality Inc,305.0,700.0,2135.0,4170.0,20.67,13.67,ESSP
Nicolas Hospitality Inc,390.0,700.0,273.0,481.0,1.93,1.23,ESSP
Nicolas Hospitality Inc,680.0,700.0,476.0,1120.0,2.35,1.65,ESSP
Nicolas Hospitality Inc,204.0,500.0,1020.0,4620.0,27.65,22.65,ESSP
Nicolas Hospitality Inc,570.0,500.0,285.0,49.0,0.59,0.09,ESSP
Nicolas Hospitality Inc,910.0,700.0,637.0,1658.0,2.52,1.82,ESSP
Nicolas Hospitality Inc,490.0,500.0,245.0,675.0,1.88,1.38,ESSP
Nicolas Hospitality Inc,700.0,500.0,350.0,2455.0,4.01,3.51,ESSP
Nicolas Hospitality Inc,103.0,700.0,721.0,1454.0,21.12,14.12,ESSP
Nicolas Hospitality Inc,225.0,500.0,1125.0,5777.0,30.68,25.68,ESSP
Nicolas Hospitality Inc,194.0,500.0,970.0,3950.0,25.36,20.36,ESSP
Nicolas Hospitality Inc,197.0,500.0,985.0,9430.0,52.87,47.87,ESSP
Nicolas Hospitality Inc,630.0,700.0,441.0,802.0,1.97,1.27,ESSP
Nicolas Hospitality Inc,476.0,700.0,3332.0,6391.0,20.43,13.43,ESSP
Nicolas Hospitality Inc,155.0,700.0,1085.0,1990.0,19.84,12.84,ESSP
Nicolas Hospitality Inc,300.0,500.0,150.0,1677.0,6.09,5.59,ESSP
Nicolas Hospitality Inc,330.0,500.0,1650.0,8820.0,31.73,26.73,ESSP
Nicolas Hospitality Inc,417.0,700.0,2919.0,10071.0,31.15,24.15,ESSP
Nicolas Hospitality Inc,249.0,500.0,1245.0,6047.0,29.29,24.29,ESSP
Nicolas Hospitality Inc,260.0,500.0,1300.0,6769.0,31.03,26.03,ESSP
Nicolas Hospitality Inc,214.0,700.0,1498.0,2878.0,20.45,13.45,ESSP
