emp_name,hours_worked,hourly_rate_emp,total_wage,total_tips,hourly_rate_avg,tips_avg,source
Nicolas Hospitality Inc,180.0,500.0,90.0,572.0,3.68,3.18,ESSP
Nicolas Hospitality Inc,860.0,500.0,430.0,2200.0,3.06,2.56,ESSP
"Baan Siam, INC",106.0,500.0,530.0,3079.0,34.05,29.05,ESSP
"Baan Siam, INC",400.0,0.0,40.0,64.0,0.26,0.16,ESSP
"Baan Siam, INC",770.0,500.0,385.0,1211.0,2.07,1.57,ESSP
"Baan Siam, INC",193.0,500.0,965.0,4507.0,28.35,23.35,ESSP
"Baan Siam, INC",143.0,500.0,715.0,3921.0,32.42,27.42,ESSP
"Baan Siam, INC",209.0,500.0,1045.0,5853.0,33.0,28.0,ESSP
"Baan Siam, INC",170.0,500.0,85.0,342.0,2.51,2.01,ESSP
"Baan Siam, INC",190.0,500.0,950.0,5759.0,35.31,30.31,ESSP
"Baan Siam, INC",110.0,500.0,550.0,2654.0,29.13,24.13,ESSP
"Baan Siam, INC",930.0,0.0,925.0,4453.0,5.78,4.79,ESSP
"Baan Siam, INC",268.0,0.0,2675.0,16041.0,69.84,59.85,ESSP
"Baan Siam, INC",161.0,0.0,1610.0,8376.0,62.02,52.02,ESSP
"Baan Siam, INC",393.0,500.0,1965.0,11358.0,33.9,28.9,ESSP
"Baan Siam, INC",440.0,0.0,438.0,1123.0,3.55,2.55,ESSP
"Baan Siam, INC",590.0,500.0,295.0,1317.0,2.73,2.23,ESSP
"Baan Siam, INC",102.0,0.0,1020.0,1980.0,29.41,19.41,ESSP
"Baan Siam, INC",720.0,500.0,360.0,3082.0,4.78,4.28,ESSP
Union Rooftop LLC,131.0,11.31,1480.91,2615.6,31.27,19.97,ESSP
Union Rooftop LLC,120.0,10.16,1222.01,2166.8,28.24,18.06,ESSP
Union Rooftop LLC,432.0,5.0,2158.65,20145.28,51.63,46.63,ESSP
Union Rooftop LLC,235.0,5.0,1177.25,12214.72,56.99,51.98,ESSP
Union Rooftop LLC,98.0,5.0,488.5,6257.49,68.84,63.85,ESSP
Union Rooftop LLC,40.0,8.86,357.55,835.81,29.83,20.9,ESSP
Union Rooftop LLC,42.0,13.0,550.68,386.03,22.3,9.19,ESSP
Union Rooftop LLC,123.0,5.0,615.6,6144.43,54.96,49.95,ESSP
Union Rooftop LLC,11.0,13.0,139.75,248.95,35.34,22.63,ESSP
Union Rooftop LLC,13.0,5.0,65.15,841.22,69.72,64.71,ESSP
Union Rooftop LLC,206.0,6.5,1342.85,2826.53,20.24,13.72,ESSP
Union Rooftop LLC,219.0,13.0,2851.94,2203.27,23.08,10.06,ESSP
Union Rooftop LLC,65.0,5.0,327.0,3722.49,62.3,57.27,ESSP
Union Rooftop LLC,129.0,6.5,838.83,2417.8,25.25,18.74,ESSP
Union Rooftop LLC,65.0,5.0,322.9,2485.46,43.21,38.24,ESSP
Union Rooftop LLC,250.0,7.69,1921.24,8971.05,43.57,35.88,ESSP
Union Rooftop LLC,6.0,13.0,76.05,103.05,29.85,17.18,ESSP
Union Rooftop LLC,325.0,5.0,1627.1,15152.24,51.63,46.62,ESSP
Union Rooftop LLC,259.0,5.0,1295.6,14499.7,60.99,55.98,ESSP
Union Rooftop LLC,22.0,13.0,280.8,242.01,23.76,11.0,ESSP
Union Rooftop LLC,60.0,6.5,387.6,996.2,23.06,16.6,ESSP
Union Rooftop LLC,89.0,6.5,579.68,1457.2,22.89,16.37,ESSP
Union Rooftop LLC,362.0,5.0,1809.3,16195.73,49.74,44.74,ESSP
Craft Brewery Group LLC,187.0,6.29,1172.0,2874.0,21.64,15.37,ESSP
Craft Brewery Group LLC,192.0,5.1,976.0,5026.0,31.26,26.18,ESSP
Craft Brewery Group LLC,102.0,15.0,1525.0,117.0,16.1,1.15,ESSP
Craft Brewery Group LLC,16.0,12.0,182.0,1.0,11.44,0.06,ESSP
Craft Brewery Group LLC,378.0,5.72,2162.0,6860.0,23.87,18.15,ESSP
Craft Brewery Group LLC,44.0,11.39,498.0,158.0,14.91,3.59,ESSP
Craft Brewery Group LLC,23.0,12.4,282.0,1.0,12.3,0.04,ESSP
Craft Brewery Group LLC,417.0,10.8,4495.0,7946.0,29.83,19.06,ESSP
Craft Brewery Group LLC,275.0,13.08,3589.0,845.0,16.12,3.07,ESSP
Craft Brewery Group LLC,54.0,9.98,532.0,503.0,19.17,9.31,ESSP
Craft Brewery Group LLC,45.0,8.92,394.0,465.0,19.09,10.33,ESSP
Craft Brewery Group LLC,226.0,15.0,3389.0,241.0,16.06,1.07,ESSP
Craft Brewery Group LLC,90.0,15.0,1345.0,555.0,21.11,6.17,ESSP
Craft Brewery Group LLC,186.0,5.15,955.0,3658.0,24.8,19.67,ESSP
Craft Brewery Group LLC,251.0,5.02,1256.0,5887.0,28.46,23.45,ESSP
Craft Brewery Group LLC,103.0,5.0,514.0,3896.0,42.82,37.83,ESSP
Craft Brewery Group LLC,38.0,5.0,187.0,632.0,21.55,16.63,ESSP
Craft Brewery Group LLC,239.0,5.0,1192.0,5053.0,26.13,21.14,ESSP
Craft Brewery Group LLC,64.0,9.64,613.0,341.0,14.91,5.33,ESSP
Craft Brewery Group LLC,7.0,5.0,31.0,63.0,13.43,9.0,ESSP
Craft Brewery Group LLC,142.0,15.0,2118.0,126.0,15.8,0.89,ESSP
Craft Brewery Group LLC,358.0,5.0,1788.0,7174.0,25.03,20.04,ESSP
Craft Brewery Group LLC,169.0,5.64,947.0,2722.0,21.71,16.11,ESSP
Craft Brewery Group LLC,63.0,5.58,349.0,1117.0,23.27,17.73,ESSP
Craft Brewery Group LLC,68.0,7.41,503.0,828.0,19.57,12.18,ESSP
Craft Brewery Group LLC,187.0,6.29,1172.0,2874.0,21.64,15.37,ESSP
Craft Brewery Group LLC,192.0,5.1,976.0,5026.0,31.26,26.18,ESSP
Craft Brewery Group LLC,102.0,15.0,1525.0,117.0,16.1,1.15,ESSP
Craft Brewery Group LLC,16.0,12.0,182.0,1.0,11.44,0.06,ESSP
Craft Brewery Group LLC,378.0,5.72,2162.0,6860.0,23.87,18.15,ESSP
Craft Brewery Group LLC,44.0,11.39,498.0,158.0,14.91,3.59,ESSP
Craft Brewery Group LLC,23.0,12.4,282.0,1.0,12.3,0.04,ESSP
Craft Brewery Group LLC,417.0,10.8,4495.0,7946.0,29.83,19.06,ESSP
Craft Brewery Group LLC,275.0,13.08,3589.0,845.0,16.12,3.07,ESSP
Craft Brewery Group LLC,54.0,9.98,532.0,503.0,19.17,9.31,ESSP
Craft Brewery Group LLC,45.0,8.92,394.0,465.0,19.09,10.33,ESSP
Craft Brewery Group LLC,226.0,15.0,3389.0,241.0,16.06,1.07,ESSP
Craft Brewery Group LLC,90.0,15.0,1345.0,555.0,21.11,6.17,ESSP
Craft Brewery Group LLC,186.0,5.15,955.0,3658.0,24.8,19.67,ESSP
Craft Brewery Group LLC,251.0,5.02,1256.0,5887.0,28.46,23.45,ESSP
Craft Brewery Group LLC,103.0,5.0,514.0,3896.0,42.82,37.83,ESSP
Craft Brewery Group LLC,38.0,5.0,187.0,632.0,21.55,16.63,ESSP
Craft Brewery Group LLC,239.0,5.0,1192.0,5053.0,26.13,21.14,ESSP
Craft Brewery Group LLC,64.0,9.64,613.0,341.0,14.91,5.33,ESSP
Craft Brewery Group LLC,7.0,5.0,31.0,63.0,13.43,9.0,ESSP
Craft Brewery Group LLC,142.0,15.0,2118.0,126.0,15.8,0.89,ESSP
Craft Brewery Group LLC,358.0,5.0,1788.0,7174.0,25.03,20.04,ESSP
Craft Brewery Group LLC,169.0,5.64,947.0,2722.0,21.71,16.11,ESSP
Craft Brewery Group LLC,63.0,5.58,349.0,1117.0,23.27,17.73,ESSP
Craft Brewery Group LLC,68.0,7.41,503.0,828.0,19.57,12.18,ESSP
DC Lobster Dupont LLC,360.0,16.64,5990.57,1644.58,21.21,4.57,ESSP
DC Lobster Dupont LLC,33.0,15.0,494.4,189.69,20.73,5.75,ESSP
DC Lobster Dupont LLC,157.0,15.0,2361.6,1040.3,21.67,6.63,ESSP
DC Lobster Dupont LLC,373.0,15.63,5834.26,1545.46,19.78,4.14,ESSP
DC Lobster Dupont LLC,455.0,15.5,7049.43,3074.83,22.25,6.76,ESSP
DC Lobster Dupont LLC,560.0,21.88,12250.0,3538.21,28.19,6.32,ESSP
DC Lobster Dupont LLC,70.0,15.0,1043.25,378.58,20.31,5.41,ESSP
AKIRA DC LLC,128.0,12.0,1586.88,512.58,16.4,4.0,ESSP
AKIRA DC LLC,47.0,10.0,455.0,253.0,15.06,5.38,ESSP
AKIRA DC LLC,22.0,8.0,176.0,160.0,15.27,7.27,ESSP
AKIRA DC LLC,411.0,6.0,2652.16,4586.53,17.61,11.16,ESSP
"Baker's Daughter, LLC",80.0,13.0,988.0,392.0,17.25,4.9,ESSP
"Baker's Daughter, LLC",283.0,12.0,3070.0,3005.0,21.47,10.62,ESSP
"Baker's Daughter, LLC",414.0,11.0,4388.0,4337.0,21.07,10.48,ESSP
"Baker's Daughter, LLC",48.0,14.0,669.0,906.0,32.81,18.88,ESSP
"Baker's Daughter, LLC",294.0,8.0,3217.0,1865.0,17.29,6.34,ESSP
"Baker's Daughter, LLC",26.0,8.0,269.0,230.0,19.19,8.85,ESSP
"Baker's Daughter, LLC",499.0,19.0,8294.0,5632.0,27.91,11.29,ESSP
Future LLC Oyster Oyster,500.0,500.0,25.0,60.0,0.17,0.12,ESSP
FOR FIVE DC LLC,65.0,15.0,13798.0,632.0,222.0,9.72,ESSP
FIRST BROTHER LLC,480.0,18.0,9029.42,1.0,18.81,0.0,ESSP
FIRST BROTHER LLC,157.0,13.0,2041.0,678.75,17.32,4.32,ESSP
FIRST BROTHER LLC,275.0,15.0,4125.0,1242.28,19.52,4.52,ESSP
FIRST BROTHER LLC,180.0,13.0,2346.5,549.75,16.09,3.05,ESSP
FIRST BROTHER LLC,477.0,15.0,7383.75,2005.03,19.68,4.2,ESSP
FIRST BROTHER LLC,35.0,13.0,455.0,120.75,16.45,3.45,ESSP
AH PETIT MONDE LLC,543.0,15.0,9600.0,2422.08,22.14,4.46,ESSP
AH PETIT MONDE LLC,119.0,15.0,2296.81,508.21,23.57,4.27,ESSP
AH PETIT MONDE LLC,17.0,15.0,255.9,37.83,17.28,2.23,ESSP
AH PETIT MONDE LLC,170.0,15.0,3235.58,688.73,23.08,4.05,ESSP
"Tacqueria Xochi, LLC",145.0,15.2,3000.55,827.5,26.4,5.71,ESSP
"Tacqueria Xochi, LLC",480.0,28.85,12877.34,3646.58,34.42,7.6,ESSP
"Tacqueria Xochi, LLC",41.0,15.2,717.43,108.43,20.14,2.64,ESSP
"Tacqueria Xochi, LLC",94.0,15.2,2082.09,674.79,29.33,7.18,ESSP
"Tacqueria Xochi, LLC",480.0,28.13,12494.55,3494.55,33.31,7.28,ESSP
"Tacqueria Xochi, LLC",480.0,32.45,14495.37,4572.29,39.72,9.53,ESSP
"Tacqueria Xochi, LLC",342.0,15.2,7190.69,2054.24,27.03,6.01,ESSP
"Tacqueria Xochi, LLC",480.0,29.57,13596.85,4135.33,36.94,8.62,ESSP
"Tacqueria Xochi, LLC",248.0,15.0,4677.68,963.68,22.75,3.89,ESSP
"Tacqueria Xochi, LLC",23.0,15.0,430.6,82.0,22.29,3.57,ESSP
"Tacqueria Xochi, LLC",391.0,15.2,8366.4,2506.5,27.81,6.41,ESSP
"Tacqueria Xochi, LLC",387.0,15.2,7433.48,1614.83,23.38,4.17,ESSP
"Tacqueria Xochi, LLC",327.0,15.2,7120.94,1686.62,26.93,5.16,ESSP
"Tacqueria Xochi, LLC",438.0,15.2,7599.08,1031.63,19.7,2.36,ESSP
fd llc,250.0,15.0,3900.0,2500.0,25.6,10.0,ESSP
fd llc,82.0,5.0,410.0,3026.0,41.9,36.9,ESSP
fd llc,59.0,10.0,595.0,536.0,19.17,9.08,ESSP
fd llc,204.0,5.0,1051.25,4619.0,27.8,22.64,ESSP
fd llc,580.0,10.0,6307.5,9468.0,27.2,16.32,ESSP
fd llc,519.0,5.0,2567.5,14045.0,32.01,27.06,ESSP
V&M Consulting LLC,560.0,16.0,8960.0,5114.74,25.13,9.13,ESSP
"Kitchencaryh, LLC",125.0,500.0,625.0,3403.0,32.22,27.22,ESSP
"Kitchencaryh, LLC",280.0,600.0,167.0,1469.0,5.84,5.25,ESSP
"Kitchencaryh, LLC",138.0,500.0,691.0,3096.0,27.44,22.43,ESSP
"Kitchencaryh, LLC",323.0,500.0,1615.0,14857.0,51.0,46.0,ESSP
"Kitchencaryh, LLC",130.0,500.0,63.0,318.0,2.93,2.45,ESSP
"Kitchencaryh, LLC",500.0,600.0,29.0,64.0,0.19,0.13,ESSP
"Kitchencaryh, LLC",106.0,500.0,530.0,2379.0,27.44,22.44,ESSP
"Kitchencaryh, LLC",730.0,500.0,363.0,1833.0,3.01,2.51,ESSP
"Kitchencaryh, LLC",435.0,600.0,2612.0,9900.0,28.76,22.76,ESSP
"Kitchencaryh, LLC",207.0,500.0,1035.0,6359.0,35.72,30.72,ESSP
"Kitchencaryh, LLC",920.0,500.0,460.0,1846.0,2.51,2.01,ESSP
"Kitchencaryh, LLC",330.0,500.0,165.0,669.0,2.53,2.03,ESSP
"Kitchencaryh, LLC",650.0,500.0,323.0,1330.0,2.54,2.05,ESSP
"Kitchencaryh, LLC",180.0,500.0,89.0,1213.0,7.23,6.74,ESSP
"Kitchencaryh, LLC",172.0,500.0,859.0,5561.0,37.33,32.33,ESSP
JIAOTASIDI LLC,109.0,9.32,1011.0,1756.0,25.39,16.11,ESSP
JIAOTASIDI LLC,480.0,23.13,11100.0,5500.0,34.58,11.46,ESSP
JIAOTASIDI LLC,480.0,9.1,4370.0,9259.0,28.39,19.29,ESSP
JIAOTASIDI LLC,320.0,16.88,5400.0,2000.0,23.13,6.25,ESSP
JIAOTASIDI LLC,295.0,5.0,1475.0,4790.9,21.24,16.24,ESSP
JIAOTASIDI LLC,480.0,23.13,11100.0,5500.0,34.58,11.46,ESSP
DC NAIL SPA II LLC,579.0,17.0,10598.68,1516.5,20.92,2.62,ESSP
DC NAIL SPA II LLC,584.0,17.0,10815.68,1981.5,21.91,3.39,ESSP
DC NAIL SPA II LLC,311.0,20.0,6370.0,419.0,21.83,1.35,ESSP
MVA LLC,351.0,5.0,1755.8,7209.52,25.54,20.54,ESSP
MVA LLC,114.0,5.0,570.0,2125.63,23.65,18.65,ESSP
MVA LLC,262.0,5.0,1310.0,5006.88,24.11,19.11,ESSP
MVA LLC,40.0,5.0,200.15,606.69,20.17,15.17,ESSP
MVA LLC,106.0,5.0,530.0,1620.17,20.28,15.28,ESSP
WISCONSIN NAIL LLC,372.0,17.0,6430.67,223.09,17.89,0.6,ESSP
WISCONSIN NAIL LLC,437.0,17.0,7445.65,145.39,17.37,0.33,ESSP
WISCONSIN NAIL LLC,53.0,17.0,894.48,30.28,17.45,0.57,ESSP
WISCONSIN NAIL LLC,209.0,17.0,3586.43,255.3,18.38,1.22,ESSP
WISCONSIN NAIL LLC,349.0,17.0,6257.65,133.48,18.31,0.38,ESSP
WISCONSIN NAIL LLC,500.0,20.0,10203.83,794.29,22.0,1.59,ESSP
BIG DAN ENTERTAINMENT,135.0,5.0,3019.13,2346.06,39.74,17.38,ESSP
BIG DAN ENTERTAINMENT,128.0,5.0,3160.89,2520.06,44.38,19.69,ESSP
BIG DAN ENTERTAINMENT,276.0,7.0,7950.07,6019.58,50.61,21.81,ESSP
BIG DAN ENTERTAINMENT,206.0,7.0,5706.57,4264.22,48.4,20.7,ESSP
BIG DAN ENTERTAINMENT,54.0,15.0,2181.49,1365.99,65.69,25.3,ESSP
BIG DAN ENTERTAINMENT,170.0,5.0,3930.64,3080.23,41.24,18.12,ESSP
BIG DAN ENTERTAINMENT,78.0,5.0,2615.44,2224.53,62.05,28.52,ESSP
MC PROPRIETORS INC,127.0,5.0,636.25,1590.88,17.54,12.53,ESSP
MC PROPRIETORS INC,193.0,5.0,962.5,2221.89,16.5,11.51,ESSP
MC PROPRIETORS INC,84.0,5.0,578.75,856.25,17.08,10.19,ESSP
MC PROPRIETORS INC,290.0,5.05,1451.25,3496.63,17.06,12.06,ESSP
MC PROPRIETORS INC,244.0,5.0,1218.75,3048.02,17.49,12.49,ESSP
MC PROPRIETORS INC,81.0,5.0,403.75,1009.38,17.45,12.46,ESSP
MC PROPRIETORS INC,14.0,5.0,137.5,81.25,15.63,5.8,ESSP
MC PROPRIETORS INC,90.0,5.05,48.75,112101.0,246.11,245.57,ESSP
TABU DC LLC,75.0,10.0,750.0,812.0,20.83,10.83,ESSP
TABU DC LLC,45.0,11.0,501.0,697.0,26.62,15.49,ESSP
TABU DC LLC,10.0,5.0,50.0,105.0,15.5,10.5,ESSP
TABU DC LLC,158.0,7.0,1109.0,8577.0,61.3,54.28,ESSP
TABU DC LLC,301.0,12.0,3621.0,4455.0,26.83,14.8,ESSP
TABU DC LLC,90.0,5.5,498.0,2520.0,33.53,28.0,ESSP
TABU DC LLC,146.0,12.0,1752.0,4008.0,39.45,27.45,ESSP
TABU DC LLC,176.0,14.0,2464.0,4929.0,42.01,28.01,ESSP
TABU DC LLC,340.0,7.0,2384.0,26021.0,83.54,76.53,ESSP
TABU DC LLC,140.0,11.0,1577.0,2195.0,26.94,15.68,ESSP
TABU DC LLC,420.0,12.0,5047.0,21427.0,63.03,51.02,ESSP
TABU DC LLC,69.0,11.0,763.0,1513.0,32.99,21.93,ESSP
TABU DC LLC,299.0,7.0,2094.0,13423.0,51.9,44.89,ESSP
TABU DC LLC,120.0,12.0,1740.0,5201.0,57.84,43.34,ESSP
TABU DC LLC,363.0,12.0,4356.0,19777.0,66.48,54.48,ESSP
TABU DC LLC,129.0,10.0,1293.0,1171.0,19.1,9.08,ESSP
TABU DC LLC,79.0,5.5,437.0,2580.0,38.19,32.66,ESSP
TABU DC LLC,281.0,10.0,2813.0,9148.0,42.57,32.56,ESSP
TABU DC LLC,530.0,12.0,6746.0,7369.0,26.63,13.9,ESSP
TABU DC LLC,36.0,7.0,252.0,2856.0,86.33,79.33,ESSP
TABU DC LLC,88.0,12.0,1059.0,744.0,20.49,8.45,ESSP
TABU DC LLC,149.0,12.0,1795.0,1216.0,20.21,8.16,ESSP
TABU DC LLC,65.0,5.5,361.0,2860.0,49.55,44.0,ESSP
Donahue LLC,640.0,500.0,327.0,1014.0,2.1,1.58,ESSP
Donahue LLC,850.0,500.0,426.0,2021.0,2.88,2.38,ESSP
Donahue LLC,137.0,600.0,822.0,1377.0,16.05,10.05,ESSP
Donahue LLC,880.0,700.0,649.0,1493.0,2.43,1.7,ESSP
Donahue LLC,900.0,700.0,633.0,2270.0,3.23,2.52,ESSP
Donahue LLC,770.0,600.0,464.0,683.0,1.49,0.89,ESSP
Donahue LLC,169.0,600.0,1071.0,1269.0,13.85,7.51,ESSP
Donahue LLC,370.0,500.0,507.0,3408.0,10.58,9.21,ESSP
Donahue LLC,110.0,800.0,88.0,190.0,2.53,1.73,ESSP
Donahue LLC,474.0,600.0,2922.0,5189.0,17.11,10.95,ESSP
Donahue LLC,263.0,600.0,1578.0,3187.0,18.12,12.12,ESSP
Donahue LLC,143.0,800.0,1142.0,1972.0,21.78,13.79,ESSP
Donahue LLC,332.0,600.0,2045.0,2685.0,14.25,8.09,ESSP
Donahue LLC,130.0,800.0,1039.0,2750.0,29.15,21.15,ESSP
Donahue LLC,610.0,600.0,366.0,517.0,1.45,0.85,ESSP
Madre USA Corp.,91.0,11.5,1244.0,46.98,14.19,0.52,ESSP
Madre USA Corp.,132.0,11.5,1523.38,881.34,18.22,6.68,ESSP
STEAKS UNLIMITED INC,469.0,825.0,3873.0,3167.0,15.01,6.75,ESSP
STEAKS UNLIMITED INC,246.0,500.0,1301.0,7075.0,34.05,28.76,ESSP
STEAKS UNLIMITED INC,480.0,825.0,3995.0,3242.0,15.08,6.75,ESSP
STEAKS UNLIMITED INC,214.0,825.0,1766.0,1446.0,15.01,6.76,ESSP
STEAKS UNLIMITED INC,355.0,500.0,1787.0,11521.0,37.49,32.45,ESSP
STEAKS UNLIMITED INC,290.0,500.0,145.0,964.0,3.82,3.32,ESSP
STEAKS UNLIMITED INC,433.0,0.0,4454.0,10273.0,34.01,23.73,ESSP
STEAKS UNLIMITED INC,480.0,500.0,239.0,1533.0,3.69,3.19,ESSP
STEAKS UNLIMITED INC,401.0,0.0,4013.0,7527.0,28.78,18.77,ESSP
STEAKS UNLIMITED INC,185.0,500.0,923.0,7839.0,47.36,42.37,ESSP
STEAKS UNLIMITED INC,141.0,500.0,704.0,6683.0,52.39,47.4,ESSP
STEAKS UNLIMITED INC,142.0,825.0,1165.0,850.0,14.19,5.99,ESSP
STEAKS UNLIMITED INC,544.0,825.0,4774.0,3675.0,15.53,6.76,ESSP
STEAKS UNLIMITED INC,375.0,500.0,1881.0,19293.0,56.46,51.45,ESSP
STEAKS UNLIMITED INC,409.0,900.0,3677.0,4883.0,20.93,11.94,ESSP
STEAKS UNLIMITED INC,276.0,500.0,1378.0,13439.0,53.68,48.69,ESSP
STEAKS UNLIMITED INC,150.0,825.0,1146.0,1018.0,14.43,6.79,ESSP
STEAKS UNLIMITED INC,464.0,500.0,2413.0,15421.0,38.44,33.23,ESSP
STEAKS UNLIMITED INC,351.0,100.0,3858.0,10509.0,40.93,29.94,ESSP
STEAKS UNLIMITED INC,486.0,825.0,4009.0,3281.0,15.0,6.75,ESSP
STEAKS UNLIMITED INC,470.0,500.0,2350.0,15532.0,38.05,33.05,ESSP
STEAKS UNLIMITED INC,423.0,500.0,2448.0,13944.0,38.75,32.96,ESSP
STEAKS UNLIMITED INC,345.0,900.0,3102.0,7949.0,32.03,23.04,ESSP
STEAKS UNLIMITED INC,860.0,825.0,713.0,585.0,1.51,0.68,ESSP
STEAKS UNLIMITED INC,115.0,825.0,947.0,776.0,14.98,6.75,ESSP
STEAKS UNLIMITED INC,367.0,100.0,4039.0,9338.0,36.45,25.44,ESSP
STEAKS UNLIMITED INC,383.0,500.0,1916.0,17431.0,50.51,45.51,ESSP
STEAKS UNLIMITED INC,390.0,550.0,212.0,2066.0,5.84,5.3,ESSP
STEAKS UNLIMITED INC,454.0,500.0,2300.0,20961.0,51.24,46.17,ESSP
MONOCLE RESTAURANT,382.0,5.0,2208.0,11128.0,34.91,29.13,ESSP
MONOCLE RESTAURANT,282.0,5.0,1410.0,9031.0,37.02,32.02,ESSP
MONOCLE RESTAURANT,37.0,5.0,236.0,1361.0,43.16,36.78,ESSP
MONOCLE RESTAURANT,255.0,7.55,1995.0,3822.0,22.81,14.99,ESSP
MONOCLE RESTAURANT,50.0,8.8,440.0,920.0,27.2,18.4,ESSP
MONOCLE RESTAURANT,54.0,5.0,268.0,822.0,20.19,15.22,ESSP
MONOCLE RESTAURANT,187.0,7.55,1508.0,2625.0,22.1,14.04,ESSP
MONOCLE RESTAURANT,55.0,5.0,275.0,944.0,22.16,17.16,ESSP
MONOCLE RESTAURANT,233.0,8.8,2050.0,4119.0,26.48,17.68,ESSP
MONOCLE RESTAURANT,357.0,5.0,1860.0,10517.0,34.67,29.46,ESSP
CHOWDER HOUSE INC,429.0,5.0,2204.0,12816.0,35.01,29.87,ESSP
CHOWDER HOUSE INC,168.0,10.0,1678.0,852.0,15.06,5.07,ESSP
CHOWDER HOUSE INC,534.0,5.0,3162.0,13317.0,30.86,24.94,ESSP
CHOWDER HOUSE INC,40.0,15.0,610.0,256.0,21.65,6.4,ESSP
G & G INVESTMENTS INC,500.0,500.0,2500.0,11089.0,27.18,22.18,ESSP
G & G INVESTMENTS INC,131.0,500.0,653.0,3613.0,32.56,27.58,ESSP
G & G INVESTMENTS INC,505.0,500.0,2553.0,10292.0,25.44,20.38,ESSP
G & G INVESTMENTS INC,960.0,500.0,480.0,2269.0,2.86,2.36,ESSP
G & G INVESTMENTS INC,420.0,500.0,208.0,967.0,2.8,2.3,ESSP
G & G INVESTMENTS INC,167.0,800.0,1524.0,2474.0,23.94,14.81,ESSP
G & G INVESTMENTS INC,231.0,600.0,1599.0,4147.0,24.87,17.95,ESSP
G & G INVESTMENTS INC,580.0,700.0,469.0,900.0,2.36,1.55,ESSP
G & G INVESTMENTS INC,660.0,500.0,330.0,1273.0,2.43,1.93,ESSP
G & G INVESTMENTS INC,402.0,500.0,2008.0,8806.0,26.9,21.91,ESSP
AMERICAN LEGION,110.0,0.0,110.0,35.0,1.32,0.32,ESSP
AMERICAN LEGION,252.0,0.0,2520.0,1611.0,16.39,6.39,ESSP
AMERICAN LEGION,130.0,0.0,1295.0,1092.0,18.36,8.4,ESSP
AMERICAN LEGION,116.0,0.0,1160.0,820.0,17.07,7.07,ESSP
"Hank's on the Wharf, LLC",509.9,11.0,5608.9,9048.88,28.75,17.75,Manual
"Hank's on the Wharf, LLC",15.39,18.5,284.71,0.0,18.5,0.0,Manual
"Hank's on the Wharf, LLC",411.69,7.5,3087.7,5915.2,21.87,14.37,Manual
"Hank's on the Wharf, LLC",2.05,15.0,30.75,2030.17,5.33,990.33,Manual
"Hank's on the Wharf, LLC",277.23,7.5,2079.24,4982.62,25.47,17.97,Manual
"Hank's on the Wharf, LLC",7.98,15.06,120.15,0.0,15.06,0.0,Manual
"Hank's on the Wharf, LLC",419.85,5.0,2099.25,16474.66,44.24,39.24,Manual
"Hank's on the Wharf, LLC",7.4,12.5,92.5,0.0,12.5,0.0,Manual
"Hank's on the Wharf, LLC",3.0,12.9,38.71,0.0,12.9,0.0,Manual
"Hank's on the Wharf, LLC",128.3,5.0,641.5,4236.35,38.02,33.02,Manual
"Hank's on the Wharf, LLC",18.2,5.0,91.0,678.58,42.28,37.28,Manual
"Hank's on the Wharf, LLC",286.57,7.5,2149.29,3781.18,20.69,13.19,Manual
"Hank's on the Wharf, LLC",330.47,7.5,2478.54,3986.27,19.56,12.06,Manual
"Hank's on the Wharf, LLC",2.87,15.0,43.05,0.0,15.0,0.0,Manual
"Hank's on the Wharf, LLC",55.86,11.0,614.46,0.0,11.0,0.0,Manual
"Hank's on the Wharf, LLC",287.97,5.0,1439.85,10770.97,42.4,37.4,Manual
"Hank's on the Wharf, LLC",543.95,11.0,5983.45,4914.26,20.03,9.03,Manual
"Hank's on the Wharf, LLC",11.69,18.5,216.26,0.0,18.5,0.0,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",21.57,10.0,215.7,2210.97,112.5,102.5,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",125.79,12.0,1509.48,0.0,12.0,0.0,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",218.01,9.0,1962.09,3683.25,25.89,16.89,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",5.3,5.0,26.5,144.92,32.34,27.34,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",459.19,5.0,2295.95,19460.02,47.38,42.38,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",1.0,12.65,12.65,0.0,12.65,0.0,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",14.08,12.5,176.0,0.0,12.5,0.0,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",21.63,12.54,271.3,0.0,12.54,0.0,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",31.68,12.55,397.47,0.0,12.55,0.0,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",7.05,2.82,89.46,0.0,12.69,0.0,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",13.53,24.21,170.71,0.0,12.62,0.0,Manual
"Leeds the Way, LLC/ Hank's Oyster bar Dupont",21.32,7.88,106.6,5161.03,247.07,242.07,Manual
