branch,district,yr_applied,mo_applied,product,population,poverty,price,count,loan_per_branch,agg_date,pop_wt,weighted_loans_bybranchprod,weighted_count_bybranchprod
"Raichur","Raichur",2015,1,"CookStove",247476,37.7,161,3,483,"2015-01-01",.6986156,337.4313,2.095847
"Raichur","Raichur",2017,9,"SolarLight",247476,37.7,352.8,1.4,493.92,"2017-09-01",.6986156,345.0602,.9780618
"Raichur","Raichur",2017,6,"SolarLight",247476,37.7,432.3333,1.333333,576.4445,"2017-06-01",.6986156,402.713,.9314874
"Raichur","Raichur",2016,7,"CookStove",247476,37.7,161,48,7728,"2016-07-01",.6986156,5398.901,33.53355
"Raichur","Raichur",2016,8,"CookStove",247476,37.7,161,17,2737,"2016-08-01",.6986156,1912.111,11.87646
"Raichur","Raichur",2017,3,"CookStove",247476,37.7,278.5,24,6684,"2017-03-01",.6986156,4669.546,16.76677
"Raichur","Raichur",2016,11,"CookStove",247476,37.7,161,13,2093,"2016-11-01",.6986156,1462.202,9.082002
"Raichur","Raichur",2018,3,"CookStove",247476,37.7,396,2,792,"2018-03-01",.6986156,553.3035,1.397231
"Raichur","Raichur",2015,3,"CookStove",247476,37.7,161,3,483,"2015-03-01",.6986156,337.4313,2.095847
"Raichur","Raichur",2017,5,"CookStove",247476,37.7,161,1,161,"2017-05-01",.6986156,112.4771,.6986156
"Raichur","Raichur",2018,9,"SolarLight",247476,37.7,88,1,88,"2018-09-01",.6986156,61.47817,.6986156
"Raichur","Raichur",2017,3,"SolarLight",247476,37.7,365,1,365,"2017-03-01",.6986156,254.9947,.6986156
"Raichur","Raichur",2017,8,"SolarLight",247476,37.7,554.4286,1.428571,792.0408,"2017-08-01",.6986156,553.332,.9980222
"Raichur","Raichur",2017,11,"SolarLight",247476,37.7,368,2,736,"2017-11-01",.6986156,514.181,1.397231
"Raichur","Raichur",2018,2,"SolarLight",247476,37.7,231.6667,1.333333,308.8889,"2018-02-01",.6986156,215.7946,.9314874
"Raichur","Raichur",2016,6,"CookStove",247476,37.7,161,9,1449,"2016-06-01",.6986156,1012.294,6.28754
"Raichur","Raichur",2016,9,"CookStove",247476,37.7,278.5,17.5,4873.75,"2016-09-01",.6986156,3404.877,12.22577
"Raichur","Raichur",2018,4,"CookStove",247476,37.7,396,7,2772,"2018-04-01",.6986156,1936.562,4.890309
"Raichur","Raichur",2014,9,"SolarLight",247476,37.7,934,3,2802,"2014-09-01",.6986156,1957.521,2.095847
"Ramanagara","Ramanagara",2018,8,"GreenwayJumboStoveGJS1",161530,10.5,396,7,2772,"2018-08-01",.4559932,1264.013,3.191952
"Ramanagara","Ramanagara",2017,2,"CookStove",161530,10.5,161,56,9016,"2017-02-01",.4559932,4111.234,25.53562
"Ramanagara","Ramanagara",2017,5,"CookStove",161530,10.5,133,57,7581,"2017-05-01",.4559932,3456.884,25.99161
"Ramanagara","Ramanagara",2018,8,"SolarLight",161530,10.5,427.75,10.5,4491.375,"2018-08-01",.4559932,2048.036,4.787929
"Ramanagara","Ramanagara",2017,10,"SolarLight",161530,10.5,542.25,2.25,1220.063,"2017-10-01",.4559932,556.3402,1.025985
"Ramanagara","Ramanagara",2018,2,"SolarLight",161530,10.5,145,2.5,362.5,"2018-02-01",.4559932,165.2975,1.139983
"Ramanagara","Ramanagara",2016,11,"SolarLight",161530,10.5,236,1,236,"2016-11-01",.4559932,107.6144,.4559932
"Ramanagara","Ramanagara",2018,1,"CookStove",161530,10.5,264.5,17,4496.5,"2018-01-01",.4559932,2050.373,7.751884
"Ramanagara","Ramanagara",2018,7,"SolarLight",161530,10.5,509,6,3054,"2018-07-01",.4559932,1392.603,2.735959
"Ramanagara","Ramanagara",2018,9,"SolarLight",161530,10.5,381.75,18.25,6966.938,"2018-09-01",.4559932,3176.876,8.321876
"Ramanagara","Ramanagara",2018,5,"CookStove",161530,10.5,396,12,4752,"2018-05-01",.4559932,2166.88,5.471918
"Ramanagara","Ramanagara",2017,7,"SolarLight",161530,10.5,417,5.333333,2224,"2017-07-01",.4559932,1014.129,2.431964
"Ramanagara","Ramanagara",2015,11,"SolarLight",161530,10.5,263.5,1,263.5,"2015-11-01",.4559932,120.1542,.4559932
"Ramanagara","Ramanagara",2016,10,"CookStove",161530,10.5,161,23,3703,"2016-10-01",.4559932,1688.543,10.48784
"Ramanagara","Ramanagara",2018,1,"SolarLight",161530,10.5,427.75,3.5,1497.125,"2018-01-01",.4559932,682.6788,1.595976
"Ramanagara","Ramanagara",2017,7,"CookStove",161530,10.5,133,25,3325,"2017-07-01",.4559932,1516.177,11.39983
"Ramanagara","Ramanagara",2016,11,"CookStove",161530,10.5,161,4,644,"2016-11-01",.4559932,293.6596,1.823973
"Ramanagara","Ramanagara",2017,2,"SolarLight",161530,10.5,58.5,5,292.5,"2017-02-01",.4559932,133.378,2.279966
"Ramanagara","Ramanagara",2018,5,"SolarLight",161530,10.5,455,4.666667,2123.333,"2018-05-01",.4559932,968.2255,2.127968
"Ramanagara","Ramanagara",2016,7,"CookStove",161530,10.5,161,34,5474,"2016-07-01",.4559932,2496.107,15.50377
"Ramanagara","Ramanagara",2017,3,"CookStove",161530,10.5,161,44,7084,"2017-03-01",.4559932,3230.256,20.0637
"Ramanagara","Ramanagara",2016,9,"CookStove",161530,10.5,161,59,9499,"2016-09-01",.4559932,4331.479,26.9036
"Ramanagara","Ramanagara",2017,11,"SolarLight",161530,10.5,417.6667,3.333333,1392.222,"2017-11-01",.4559932,634.8439,1.519977
"Ramanagara","Ramanagara",2018,6,"CookStove",161530,10.5,396,86,34056,"2018-06-01",.4559932,15529.3,39.21541
"Ramanagara","Ramanagara",2017,6,"CookStove",161530,10.5,133,57,7581,"2017-06-01",.4559932,3456.884,25.99161
"Ramanagara","Ramanagara",2017,11,"CookStove",161530,10.5,133,33,4389,"2017-11-01",.4559932,2001.354,15.04778
"Ramanagara","Ramanagara",2017,12,"CookStove",161530,10.5,133,23,3059,"2017-12-01",.4559932,1394.883,10.48784
"Ramanagara","Ramanagara",2018,3,"CookStove",161530,10.5,133,7,931,"2018-03-01",.4559932,424.5297,3.191952
"Ramanagara","Ramanagara",2018,2,"CookStove",161530,10.5,264.5,5,1322.5,"2018-02-01",.4559932,603.051,2.279966
"Ramanagara","Ramanagara",2018,8,"CookStove",161530,10.5,396,54,21384,"2018-08-01",.4559932,9750.958,24.62363
"Ramanagara","Ramanagara",2017,10,"CookStove",161530,10.5,133,69,9177,"2017-10-01",.4559932,4184.649,31.46353
"Ramanagara","Ramanagara",2016,9,"SolarLight",161530,10.5,390.25,6.5,2536.625,"2016-09-01",.4559932,1156.684,2.963956
"Ramanagara","Ramanagara",2016,6,"SolarLight",161530,10.5,585,3.5,2047.5,"2016-06-01",.4559932,933.6461,1.595976
"Ramanagara","Ramanagara",2016,12,"CookStove",161530,10.5,161,14,2254,"2016-12-01",.4559932,1027.809,6.383904
"Ramanagara","Ramanagara",2016,8,"CookStove",161530,10.5,161,21,3381,"2016-08-01",.4559932,1541.713,9.575857
"Ramanagara","Ramanagara",2016,7,"SolarLight",161530,10.5,511.6667,1.333333,682.2222,"2016-07-01",.4559932,311.0887,.6079909
"Ramanagara","Ramanagara",2018,9,"GreenwayJumboStoveGJS1",161530,10.5,396,81,32076,"2018-09-01",.4559932,14626.44,36.93545
"Ramanagara","Ramanagara",2017,4,"SolarLight",161530,10.5,188,2,376,"2017-04-01",.4559932,171.4534,.9119864
"Ramanagara","Ramanagara",2017,8,"CookStove",161530,10.5,133,61,8113,"2017-08-01",.4559932,3699.473,27.81558
"Ramanagara","Ramanagara",2017,5,"SolarLight",161530,10.5,499.3333,3.333333,1664.444,"2017-05-01",.4559932,758.9753,1.519977
"Ramanagara","Ramanagara",2016,8,"SolarLight",161530,10.5,10,1,10,"2016-08-01",.4559932,4.559932,.4559932
"Ramanagara","Ramanagara",2017,6,"SolarLight",161530,10.5,324.3333,2.833333,918.9445,"2017-06-01",.4559932,419.0324,1.291981
"Ramanagara","Ramanagara",2016,6,"CookStove",161530,10.5,161,20,3220,"2016-06-01",.4559932,1468.298,9.119864
"Ramanagara","Ramanagara",2018,7,"CookStove",161530,10.5,396,81,32076,"2018-07-01",.4559932,14626.44,36.93545
"Ramanagara","Ramanagara",2017,8,"SolarLight",161530,10.5,540,3.25,1755,"2017-08-01",.4559932,800.2681,1.481978
"Ramanagara","Ramanagara",2018,6,"SolarLight",161530,10.5,581.5,7,4070.5,"2018-06-01",.4559932,1856.12,3.191952
"Ramanagara","Ramanagara",2017,9,"SolarLight",161530,10.5,320.6,2.4,769.44,"2017-09-01",.4559932,350.8594,1.094384
"Ramanagara","Ramanagara",2016,12,"SolarLight",161530,10.5,357.25,2.25,803.8125,"2016-12-01",.4559932,366.533,1.025985
"Ramanagara","Ramanagara",2017,3,"SolarLight",161530,10.5,593.25,4.25,2521.313,"2017-03-01",.4559932,1149.701,1.937971
"Ramanagara","Ramanagara",2017,9,"CookStove",161530,10.5,133,91,12103,"2017-09-01",.4559932,5518.886,41.49538
"Ramanagara","Ramanagara",2017,1,"SolarLight",161530,10.5,371,1.8,667.8,"2017-01-01",.4559932,304.5122,.8207877
"Ramanagara","Ramanagara",2018,4,"SolarLight",161530,10.5,555.5,6.5,3610.75,"2018-04-01",.4559932,1646.477,2.963956
"Ramanagara","Ramanagara",2017,1,"CookStove",161530,10.5,161,43,6923,"2017-01-01",.4559932,3156.841,19.60771
"Ramanagara","Ramanagara",2016,10,"SolarLight",161530,10.5,934,4,3736,"2016-10-01",.4559932,1703.591,1.823973
"Ramdurg","Belgaum",2017,1,"SolarLight",223727,28.8,10,2,20,"2017-01-01",.631573,12.63146,1.263146
"Ramdurg","Belgaum",2018,6,"CookStove",223727,28.8,396,65,25740,"2018-06-01",.631573,16256.69,41.05225
"Ramdurg","Belgaum",2014,11,"CookStove",223727,28.8,161,5,805,"2014-11-01",.631573,508.4163,3.157865
"Ramdurg","Belgaum",2014,9,"GobarGasPlant",223727,28.8,369,1,369,"2014-09-01",.631573,233.0504,.631573
"Ramdurg","Belgaum",2015,2,"SolarLight",223727,28.8,10,2,20,"2015-02-01",.631573,12.63146,1.263146
"Ramdurg","Belgaum",2015,8,"SolarLight",223727,28.8,10,2,20,"2015-08-01",.631573,12.63146,1.263146
"Ramdurg","Belgaum",2018,9,"SolarLight",223727,28.8,792,9.5,7524,"2018-09-01",.631573,4751.955,5.999944
"Ramdurg","Belgaum",2015,11,"SolarLight",223727,28.8,248.25,4,993,"2015-11-01",.631573,627.152,2.526292
"Ramdurg","Belgaum",2014,1,"GobarGasPlant",223727,28.8,240,1,240,"2014-01-01",.631573,151.5775,.631573
"Ramdurg","Belgaum",2014,12,"CookStove",223727,28.8,161,4,644,"2014-12-01",.631573,406.733,2.526292
"Ramdurg","Belgaum",2014,8,"GobarGasPlant",223727,28.8,10,1,10,"2014-08-01",.631573,6.31573,.631573
"Ramdurg","Belgaum",2018,6,"SolarLight",223727,28.8,479.4286,18.42857,8835.184,"2018-06-01",.631573,5580.063,11.63899
"Ramdurg","Belgaum",2016,12,"SolarLight",223727,28.8,10,1,10,"2016-12-01",.631573,6.31573,.631573
"Ramdurg","Belgaum",2016,11,"SolarLight",223727,28.8,531,1,531,"2016-11-01",.631573,335.3653,.631573
"Ramdurg","Belgaum",2017,8,"SolarLight",223727,28.8,448.8182,5.090909,2284.893,"2017-08-01",.631573,1443.076,3.215281
"Ramdurg","Belgaum",2018,8,"SolarLight",223727,28.8,474.75,6,2848.5,"2018-08-01",.631573,1799.036,3.789438
"Ramdurg","Belgaum",2017,3,"SolarLight",223727,28.8,812,1,812,"2017-03-01",.631573,512.8373,.631573
"Ramdurg","Belgaum",2014,10,"CookStove",223727,28.8,161,5,805,"2014-10-01",.631573,508.4163,3.157865
"Ramdurg","Belgaum",2017,12,"SolarLight",223727,28.8,909,1,909,"2017-12-01",.631573,574.0999,.631573
"Ramdurg","Belgaum",2016,8,"SolarLight",223727,28.8,346,1,346,"2016-08-01",.631573,218.5243,.631573
"Ramdurg","Belgaum",2018,9,"GreenwayJumboStoveGJS1",223727,28.8,396,27,10692,"2018-09-01",.631573,6752.778,17.05247
"Ramdurg","Belgaum",2015,1,"CookStove",223727,28.8,161,4,644,"2015-01-01",.631573,406.733,2.526292
"Ramdurg","Belgaum",2014,8,"SolarLight",223727,28.8,472,2,944,"2014-08-01",.631573,596.2049,1.263146
"Ramdurg","Belgaum",2014,7,"CookStove",223727,28.8,161,1,161,"2014-07-01",.631573,101.6833,.631573
"Ramdurg","Belgaum",2017,9,"SolarLight",223727,28.8,410.0909,6.181818,2535.107,"2017-09-01",.631573,1601.105,3.904269
"Ramdurg","Belgaum",2016,7,"SolarLight",223727,28.8,125,1,125,"2016-07-01",.631573,78.94662,.631573
"Ramdurg","Belgaum",2015,9,"SolarLight",223727,28.8,178,10,1780,"2015-09-01",.631573,1124.2,6.31573
"Ramdurg","Belgaum",2015,3,"CookStove",223727,28.8,161,1,161,"2015-03-01",.631573,101.6833,.631573
"Ramdurg","Belgaum",2014,6,"CookStove",223727,28.8,139,3,417,"2014-06-01",.631573,263.3659,1.894719
"Ramdurg","Belgaum",2017,11,"SolarLight",223727,28.8,868,6,5208,"2017-11-01",.631573,3289.232,3.789438
"Ramdurg","Belgaum",2015,2,"CookStove",223727,28.8,161,1,161,"2015-02-01",.631573,101.6833,.631573
"Ramdurg","Belgaum",2018,7,"CookStove",223727,28.8,396,67,26532,"2018-07-01",.631573,16756.89,42.31539
"Ramdurg","Belgaum",2018,8,"CookStove",223727,28.8,396,18,7128,"2018-08-01",.631573,4501.853,11.36831
"Ramdurg","Belgaum",2018,5,"SolarLight",223727,28.8,607.6667,2.333333,1417.889,"2018-05-01",.631573,895.5004,1.47367
"Ramdurg","Belgaum",2015,10,"SolarLight",223727,28.8,338.2,2.8,946.96,"2015-10-01",.631573,598.0744,1.768404
"Ramdurg","Belgaum",2015,12,"SolarLight",223727,28.8,384.75,2.5,961.875,"2015-12-01",.631573,607.4943,1.578933
"Ramdurg","Belgaum",2015,11,"CookStove",223727,28.8,161,2,322,"2015-11-01",.631573,203.3665,1.263146
"Ramdurg","Belgaum",2017,7,"SolarLight",223727,28.8,868,3,2604,"2017-07-01",.631573,1644.616,1.894719
"Ramdurg","Belgaum",2017,10,"SolarLight",223727,28.8,495.5833,3.583333,1775.84,"2017-10-01",.631573,1121.573,2.263137
"Ramdurg","Belgaum",2016,6,"SolarLight",223727,28.8,550.3333,1.333333,733.7778,"2016-06-01",.631573,463.4342,.8420973
"Ramdurg","Belgaum",2018,7,"SolarLight",223727,28.8,327,19,6213,"2018-07-01",.631573,3923.963,11.99989
"Ranebennur","Haveri",2018,9,"SolarLight",215549,33.7,329.25,1,329.25,"2018-09-01",.6084868,200.3443,.6084868
"Ranebennur","Haveri",2014,10,"CookStove",215549,33.7,161,371,59731,"2014-10-01",.6084868,36345.53,225.7486
"Ranebennur","Haveri",2014,9,"CookStove",215549,33.7,161,101,16261,"2014-09-01",.6084868,9894.604,61.45717
"Ranebennur","Haveri",2016,7,"SolarLight",215549,33.7,363.5,1.25,454.375,"2016-07-01",.6084868,276.4812,.7606085
"Ranebennur","Haveri",2018,9,"GreenwayJumboStoveGJS1",215549,33.7,396,342,135432,"2018-09-01",.6084868,82408.59,208.1025
"Ranebennur","Haveri",2014,11,"CookStove",215549,33.7,161,345,55545,"2014-11-01",.6084868,33798.4,209.9279
"Ranebennur","Haveri",2016,2,"SolarLight",215549,33.7,481.3333,2.666667,1283.556,"2016-02-01",.6084868,781.0266,1.622632
"Ranebennur","Haveri",2017,6,"SolarLight",215549,33.7,236,1,236,"2017-06-01",.6084868,143.6029,.6084868
"Ranebennur","Haveri",2018,8,"CookStove",215549,33.7,396,33,13068,"2018-08-01",.6084868,7951.706,20.08006
"Ranebennur","Haveri",2014,9,"SolarLight",215549,33.7,604,2,1208,"2014-09-01",.6084868,735.0521,1.216974
"Ranebennur","Haveri",2016,12,"SolarLight",215549,33.7,318.4,2.8,891.52,"2016-12-01",.6084868,542.4781,1.703763
"Ranebennur","Haveri",2015,12,"SolarLight",215549,33.7,393.3333,6.333333,2491.111,"2015-12-01",.6084868,1515.808,3.85375
"Ranebennur","Haveri",2017,1,"SolarLight",215549,33.7,173.5,1,173.5,"2017-01-01",.6084868,105.5725,.6084868
"Ranebennur","Haveri",2014,11,"SolarLight",215549,33.7,604,2,1208,"2014-11-01",.6084868,735.0521,1.216974
"Ranebennur","Haveri",2018,8,"SolarLight",215549,33.7,202,1,202,"2018-08-01",.6084868,122.9143,.6084868
"Ranebennur","Haveri",2017,2,"SolarLight",215549,33.7,336.5,1.5,504.75,"2017-02-01",.6084868,307.1337,.9127302
"Ranebennur","Haveri",2017,12,"SolarLight",215549,33.7,221,1.5,331.5,"2017-12-01",.6084868,201.7134,.9127302
"Ranebennur","Haveri",2014,12,"SolarLight",215549,33.7,274,5,1370,"2014-12-01",.6084868,833.627,3.042434
"Ranebennur","Haveri",2015,11,"SolarLight",215549,33.7,676.3333,1.666667,1127.222,"2015-11-01",.6084868,685.8998,1.014145
"Ranebennur","Haveri",2018,2,"SolarLight",215549,33.7,142,1,142,"2018-02-01",.6084868,86.40513,.6084868
"Ranebennur","Haveri",2014,10,"SolarLight",215549,33.7,255,1,255,"2014-10-01",.6084868,155.1641,.6084868
"Ranebennur","Haveri",2015,10,"SolarLight",215549,33.7,934,3,2802,"2015-10-01",.6084868,1704.98,1.82546
"Ranebennur","Haveri",2014,10,"GobarGasPlant",215549,33.7,346,1,346,"2014-10-01",.6084868,210.5364,.6084868
"Ranebennur","Haveri",2016,1,"SolarLight",215549,33.7,123,1.5,184.5,"2016-01-01",.6084868,112.2658,.9127302
"Ranebennur","Haveri",2017,10,"SolarLight",215549,33.7,142,1,142,"2017-10-01",.6084868,86.40513,.6084868
"Ranebennur","Haveri",2014,2,"SolarLight",215549,33.7,300,1,300,"2014-02-01",.6084868,182.5461,.6084868
"Ranebennur","Haveri",2013,2,"SolarLight",215549,33.7,383,4,1532,"2013-02-01",.6084868,932.2018,2.433947
"Ranebennur","Haveri",2017,3,"SolarLight",215549,33.7,142,2.666667,378.6667,"2017-03-01",.6084868,230.4137,1.622632
"Raybag","Belgaum",2018,7,"SolarLight",363599,28.8,435,2,870,"2018-07-01",1.026426,892.991,2.052853
"Raybag","Belgaum",2018,8,"CookStove",363599,28.8,396,132,52272,"2018-08-01",1.026426,53653.36,135.4883
"Raybag","Belgaum",2015,8,"CookStove",363599,28.8,161,3,483,"2015-08-01",1.026426,495.764,3.079279
"Raybag","Belgaum",2012,9,"GobarGasPlant",363599,28.8,216,3,648,"2012-09-01",1.026426,665.1243,3.079279
"Raybag","Belgaum",2016,9,"SolarLight",363599,28.8,909,1,909,"2016-09-01",1.026426,933.0217,1.026426
"Raybag","Belgaum",2017,8,"SolarLight",363599,28.8,207,11,2277,"2017-08-01",1.026426,2337.173,11.29069
"Raybag","Belgaum",2014,3,"SolarLight",363599,28.8,413.6667,4.333333,1792.556,"2014-03-01",1.026426,1839.927,4.447848
"Raybag","Belgaum",2014,6,"GobarGasPlant",363599,28.8,118,1,118,"2014-06-01",1.026426,121.1183,1.026426
"Raybag","Belgaum",2015,9,"SolarLight",363599,28.8,10,4,40,"2015-09-01",1.026426,41.05706,4.105706
"Raybag","Belgaum",2014,12,"CookStove",363599,28.8,301.5,33.5,10100.25,"2014-12-01",1.026426,10367.16,34.38529
"Raybag","Belgaum",2015,1,"SolarLight",363599,28.8,327.75,1.75,573.5625,"2015-01-01",1.026426,588.7197,1.796246
"Raybag","Belgaum",2017,1,"SolarLight",363599,28.8,202,2,404,"2017-01-01",1.026426,414.6763,2.052853
"Raybag","Belgaum",2015,4,"SolarLight",363599,28.8,153,1.5,229.5,"2015-04-01",1.026426,235.5649,1.53964
"Raybag","Belgaum",2012,12,"GobarGasPlant",363599,28.8,349,3.5,1221.5,"2012-12-01",1.026426,1253.78,3.592493
"Raybag","Belgaum",2015,8,"SolarLight",363599,28.8,271.5,1,271.5,"2015-08-01",1.026426,278.6748,1.026426
"Raybag","Belgaum",2012,11,"GobarGasPlant",363599,28.8,349,1.5,523.5,"2012-11-01",1.026426,537.3342,1.53964
"Raybag","Belgaum",2014,12,"GobarGasPlant",363599,28.8,349,2,698,"2014-12-01",1.026426,716.4457,2.052853
"Raybag","Belgaum",2015,4,"CookStove",363599,28.8,301.5,1,301.5,"2015-04-01",1.026426,309.4676,1.026426
"Raybag","Belgaum",2018,8,"SolarLight",363599,28.8,178,1.5,267,"2018-08-01",1.026426,274.0559,1.53964
"Raybag","Belgaum",2013,12,"GobarGasPlant",363599,28.8,453.75,1.25,567.1875,"2013-12-01",1.026426,582.1763,1.283033
"Raybag","Belgaum",2014,11,"GobarGasPlant",363599,28.8,345,1,345,"2014-11-01",1.026426,354.1171,1.026426
"Raybag","Belgaum",2018,6,"CookStove",363599,28.8,396,78,30888,"2018-06-01",1.026426,31704.26,80.06126
"Raybag","Belgaum",2013,11,"GobarGasPlant",363599,28.8,498,1,498,"2013-11-01",1.026426,511.1604,1.026426
"Raybag","Belgaum",2014,5,"CookStove",363599,28.8,261.5,27.5,7191.25,"2014-05-01",1.026426,7381.289,28.22673
"Raybag","Belgaum",2014,9,"CookStove",363599,28.8,301.5,20.5,6180.75,"2014-09-01",1.026426,6344.085,21.04174
"Raybag","Belgaum",2012,10,"GobarGasPlant",363599,28.8,485.3333,1,485.3333,"2012-10-01",1.026426,498.159,1.026426
"Raybag","Belgaum",2013,7,"GobarGasPlant",363599,28.8,422,1,422,"2013-07-01",1.026426,433.152,1.026426
"Raybag","Belgaum",2014,9,"SolarLight",363599,28.8,909,4,3636,"2014-09-01",1.026426,3732.087,4.105706
"Raybag","Belgaum",2015,11,"SolarLight",363599,28.8,389.5,1.5,584.25,"2015-11-01",1.026426,599.6896,1.53964
"Raybag","Belgaum",2018,7,"CookStove",363599,28.8,396,37,14652,"2018-07-01",1.026426,15039.2,37.97778
"Raybag","Belgaum",2014,12,"SolarLight",363599,28.8,459.5,7,3216.5,"2014-12-01",1.026426,3301.501,7.184985
"Raybag","Belgaum",2014,6,"CookStove",363599,28.8,228,19,4332,"2014-06-01",1.026426,4446.479,19.5021
"Raybag","Belgaum",2015,3,"CookStove",363599,28.8,428.5,38,16283,"2015-03-01",1.026426,16713.3,39.0042
"Raybag","Belgaum",2015,6,"SolarLight",363599,28.8,909,1,909,"2015-06-01",1.026426,933.0217,1.026426
"Raybag","Belgaum",2016,10,"SolarLight",363599,28.8,459.5,1.5,689.25,"2016-10-01",1.026426,707.4644,1.53964
"Raybag","Belgaum",2015,7,"SolarLight",363599,28.8,403.3333,4,1613.333,"2015-07-01",1.026426,1655.968,4.105706
"Raybag","Belgaum",2015,10,"SolarLight",363599,28.8,10,8,80,"2015-10-01",1.026426,82.11412,8.211411
"Raybag","Belgaum",2017,12,"SolarLight",363599,28.8,153,1,153,"2017-12-01",1.026426,157.0432,1.026426
"Raybag","Belgaum",2014,6,"SolarLight",363599,28.8,909,6,5454,"2014-06-01",1.026426,5598.13,6.158559
"Raybag","Belgaum",2015,3,"SolarLight",363599,28.8,395.25,1.75,691.6875,"2015-03-01",1.026426,709.9664,1.796246
"Raybag","Belgaum",2016,12,"SolarLight",363599,28.8,236,1,236,"2016-12-01",1.026426,242.2366,1.026426
"Raybag","Belgaum",2015,1,"CookStove",363599,28.8,161,14,2254,"2015-01-01",1.026426,2313.565,14.36997
"Raybag","Belgaum",2015,3,"GobarGasPlant",363599,28.8,198.6667,3.333333,662.2222,"2015-03-01",1.026426,679.7224,3.421422
"Raybag","Belgaum",2016,6,"SolarLight",363599,28.8,214.5,1.5,321.75,"2016-06-01",1.026426,330.2527,1.53964
"Raybag","Belgaum",2013,8,"SolarLight",363599,28.8,868,5,4340,"2013-08-01",1.026426,4454.691,5.132133
"Raybag","Belgaum",2017,10,"SolarLight",363599,28.8,464.5,2.75,1277.375,"2017-10-01",1.026426,1311.131,2.822673
"Raybag","Belgaum",2016,8,"SolarLight",363599,28.8,236,2,472,"2016-08-01",1.026426,484.4733,2.052853
"Raybag","Belgaum",2018,4,"SolarLight",363599,28.8,365,1,365,"2018-04-01",1.026426,374.6457,1.026426
"Raybag","Belgaum",2016,2,"SolarLight",363599,28.8,370.6667,1.333333,494.2222,"2016-02-01",1.026426,507.2828,1.368569
"Raybag","Belgaum",2014,4,"SolarLight",363599,28.8,885,1,885,"2014-04-01",1.026426,908.3874,1.026426
"Raybag","Belgaum",2018,5,"CookStove",363599,28.8,396,75,29700,"2018-05-01",1.026426,30484.87,76.98199
"Raybag","Belgaum",2013,8,"GobarGasPlant",363599,28.8,178,1,178,"2013-08-01",1.026426,182.7039,1.026426
"Raybag","Belgaum",2014,4,"CookStove",363599,28.8,117,13,1521,"2014-04-01",1.026426,1561.195,13.34354
"Raybag","Belgaum",2018,6,"SolarLight",363599,28.8,581.5,1.5,872.25,"2018-06-01",1.026426,895.3005,1.53964
"Raybag","Belgaum",2018,9,"SolarLight",363599,28.8,440,2.333333,1026.667,"2018-09-01",1.026426,1053.798,2.394995
"Raybag","Belgaum",2017,11,"SolarLight",363599,28.8,94.33334,1,94.33334,"2017-11-01",1.026426,96.82623,1.026426
